Sample_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15
TCGA-CJ-4636-01,-1.2333070060398468,-3.572629920106149,0.55055015560992,-0.39338782750740964,0.1592190620233104,-0.29667072553719404,1.5816015632543095,1.7317689799431333,0.04560068161649236,-0.8447733024441658,-0.5416540975427323,-2.45633005988354,-1.1298326317698708,-0.7587281074030432,-0.06461231895268985
TCGA-B0-4822-01,-0.8822019124415845,-1.623757568083573,0.4383011261536245,2.612810201814408,-0.6334338455393185,1.2725116976668611,0.7208077244068352,0.4958252103365297,0.14878856033481977,-0.21947924381386835,-0.12960081854071417,-0.16357655601315374,-0.6902979727127915,-0.20004466706293839,-1.7573136422664464
TCGA-AK-3428-01,1.973814974961302,2.8161577515966383,-1.2873346042064528,-0.4210522909776351,0.1797099540871967,0.4685886585529536,-0.2552143152301438,1.7852801736646196,-0.2698576418572982,-0.32649354129961833,-0.20176635917471242,0.14611792990459407,-1.2812160248548596,1.1178440881872826,1.3481097835907847
TCGA-CJ-4918-01,-1.1478050584930237,-1.7945542112123956,0.47148969781211897,3.211843787015738,0.16494476602992977,-0.5810514253429196,0.34267935849445663,-0.2540038872120159,0.14572309232370834,-0.2619501706874355,-0.1144918714348022,-0.09587160477534519,-1.2904000351694003,0.9864042779822929,0.8797184376021836
TCGA-CJ-5675-01,-0.5001064186564256,-3.001497890981146,-1.023380903169087,-2.501960058089774,-0.839852841270514,-0.5106672633010018,-1.7036073414627462,0.03179178851507694,-0.6253650926196983,0.30426191965873134,0.28627779840916806,0.5346283769933564,1.7919040209430865,0.39476097729674775,-0.30424141104312113
TCGA-CJ-4639-01,1.568790725939641,0.9815522265624333,-0.8312521976292797,0.8217058809429587,0.8614639480905617,-1.3644994148485172,-1.2050732355663207,0.5594163567643564,-0.5190697126101781,0.19464906186804845,-0.2310963165847248,-0.5672944725021412,-2.5144399264795227,-0.8681957934579427,0.5750754673612485
TCGA-B8-A54G-01,-0.7674603115466679,-3.4543853933420814,-0.8512039143614827,-4.030057612533668,-0.3100018646287049,-1.7081236916510953,1.0668418527688261,0.38433061193049417,0.14003473429492305,-0.009212375295691876,0.2668712493601393,-0.26546496412892046,0.8413974319180302,0.7626389787492198,0.03902121941799799
TCGA-CZ-5464-01,0.3488179656186512,-0.8406595033871151,-0.27827033834402587,0.41567313726232147,0.7242271123400467,1.9691974433573312,1.0335792579574266,-0.5015641337178794,0.10730517617256019,0.13586208187352342,-0.21598013608542682,-0.1687008711723275,-2.09506133336543,-0.036445123379839794,0.49169505228296057
TCGA-CJ-4872-01,-0.7681670695428887,-1.2602852558918722,-0.009838666581812676,3.024569541908106,-0.7155091349630944,0.6723119484992621,0.44496521951467694,0.06008541926816247,0.16244630313641065,-0.8203343084990048,-0.436686614169945,0.034008341716109766,-4.857798722765538,2.773487871001507,1.7740489392208203
TCGA-B8-A54I-01,-1.677874178465831,-5.807432170729333,1.3159916163146903,-1.3864820567406444,1.128658412912201,3.079127703599277,-2.829341431970838,-0.5074659541287921,-0.3796754201084413,0.45439791562788273,0.90285093904176,0.3194783553849783,-0.9666765508764046,0.682059737251183,-0.3833628750153461
TCGA-CJ-4876-01,1.5157552199986266,1.6582160369077268,-2.72208776074165,-2.333035926411914,-1.3190861016734396,-1.2764220216844795,0.4698015954309631,3.7867089445668043,-0.3886945391436934,-2.4454879708715533,-0.406076372617932,-3.6915080020560973,5.376440506385054,-0.12064793358902254,-1.6831736369687467
TCGA-B0-5119-01,2.1251251631987054,2.642344866116419,-1.1770491719993263,-0.3465159191817072,0.2426153021596291,-1.8020601071944198,-1.2078479035060816,0.07102092840420679,-0.5221933210937774,-0.09772977143633681,-0.3150718518742857,0.5307325964603201,-0.7936192810504874,-1.3242691981909205,-0.323840985253819
TCGA-CZ-4865-01,-0.2299987619634215,-1.2756923216806006,-0.18241723906708027,1.9471469040578495,0.7917013413866647,0.2946624972777327,0.018015247642445362,-0.550979087368329,0.00033324384841869694,0.3881065074286065,-0.13089653856797354,0.06774798351743852,-1.518674844446516,-0.20732940070146985,0.17228814887319838
TCGA-B0-4838-01,-0.04769193445011052,-1.927210150326417,-1.0908799149390227,-0.9366697065719439,-0.12971547549925194,-1.2485574480806452,-0.777954880247217,1.7153825894257355,-0.6902789892220983,-0.5941246394923774,0.39707518766785715,-0.3780065863326498,0.308108057211398,-1.7156484997702521,-0.5085252303616451
TCGA-BP-5176-01,0.9910043470730432,1.160433758340908,-1.3620340933718975,0.9649325417594112,-0.33199943671697957,-1.6916716087008374,0.5293506062038816,-0.5616071130941863,0.03806968859551716,0.13532457836754164,-0.16834649037892527,-0.0794875603486668,-1.6730595604431724,-0.02675674038425783,-0.6852433842693908
TCGA-B0-4846-01,0.25237712980857063,0.5512057348400402,-0.07576814161458227,0.4977108577372258,-0.3377161066419846,-1.6417217010133762,1.2042879943038844,1.9703485894926647,0.09697054028057644,-0.39197859505734456,-0.5168551725835788,-0.2315310370587701,-0.4233799002121478,-0.30572007754343977,0.533251650607723
TCGA-BP-4158-01,2.199578420786675,3.3560723143890447,-1.2193392746563663,0.3857884714757748,0.29427446828266507,0.21234481023547191,-0.14430281752599092,1.3127390002408035,-0.20967650547662528,-1.1632670712166329,-0.6279835266871174,-0.32076695530279437,-6.582691097757369,0.2811469422100333,1.1273723914740952
TCGA-B0-5085-01,2.7159066270959613,2.656104782005206,0.21172353624884657,-0.1614992717658256,0.37232167166656793,0.02970969971260536,-0.47104458584813075,5.328521533916915,-0.7867763000678967,-1.7277500444263985,0.25456741405914834,-1.232319877412148,-4.486265058089535,-0.6643126721173696,-1.7533576863419396
TCGA-BP-4327-01,1.6396733784976398,2.720899294279251,-0.6066635829573036,0.012201832929711205,0.8724292387580492,1.2778347685882725,-0.9893025370371575,1.1527340649037714,-0.4181015936700189,-0.2819054375734971,0.788738274119723,1.484526594493033,-2.884253622710256,-1.9527740071509916,-1.1374469206406652
TCGA-A3-3365-01,-0.702295302666292,1.3456209767720304,0.1342881022789795,2.345989369526959,-0.6761337955719495,-3.1105711356523704,1.6524704882399142,2.385213322527271,0.48006865318042435,-1.3558598308547463,-1.413439952297381,0.38154591866710424,-6.110917050957689,2.6646051078766897,2.270939927681894
TCGA-CJ-4916-01,-0.9876075778436982,-3.8340407310327858,-0.22185874060021604,-1.3749797236490677,0.3712402394794991,-1.606405476292557,0.131121700948546,-0.13893256930286102,-0.13316127529103855,-1.3357150769884423,-0.37235829408883775,0.0954253879171359,-2.3351479432335926,-0.6276870935540256,-0.19292474899993736
TCGA-CJ-4635-01,0.8795154857785508,-0.5948374542969475,-0.09524853782356861,-0.8791286457265035,0.4847605943174411,3.918086838358712,-0.9745323328721479,-0.9139573766578012,-0.35851339787618053,0.9319371973936829,1.1510185356514047,1.6896485546350035,-7.8824783982274615,-1.831715099409267,1.0451880999342202
TCGA-B8-5158-01,-1.3232169606370734,-4.022976269473186,-0.23724112789359825,-2.0222643726007745,-0.6117184594933932,-0.038000309804979426,0.9342945421941307,0.3890723225447388,0.16525141672722377,0.05001555030475742,-0.4845319748158324,-0.13789486292640882,-1.4809003007562893,-1.2068583924292504,0.49267669419824317
TCGA-BP-4354-01,-3.1868881762275776,-6.644276011944043,0.2515623244653399,-0.13490207987673178,-1.6045083765820458,-0.05784158843965494,-1.362777649329879,0.038312794406208904,0.4573293573440177,0.09361557455989693,-0.7915623082610701,0.959177303325313,-0.2750445689873498,-3.853784675645077,-0.8109690562082417
TCGA-CZ-5461-01,0.6769280498906921,0.6601366545216405,-1.7353089020255719,0.2587725275225887,-1.8094792914597524,2.8370523490813504,1.1303012398139853,-0.6986167500672088,0.00770761291967807,-0.08893985436781492,-0.7377357341349141,-0.13450745499458794,0.21141395186980136,1.272555531112915,1.4454540147365251
TCGA-B0-5083-01,-5.250811530964857,-0.06428788123567789,9.731934630951288,-1.2239533686929347,0.3958066163921793,-0.9245017586072766,0.779080247902142,0.3434506361645912,0.03363355551106308,0.2631439200037566,-0.23032914426875503,-0.08884512713966637,-0.15549132476186178,-1.5188715460916122,-0.2765681753951207
